name;age;sex;marital-status;occupation;coord
Anthony Dawson;17;Male;Never-married;Handlers-cleaners;50.86548::4.69623
Anne Martin;44;Female;Never-married;Machine-op-inspct;50.83879::3.27770
Kristopher Gonzalez;23;Male;Never-married;Handlers-cleaners;51.02686::3.76204
Amanda Trevino;57;Female;Married-civ-spouse;Craft-repair;51.18392::5.59581
Matthew Morgan;30;Male;Married-civ-spouse;Transport-moving;50.47433::4.86704
Nicholas Hughes;51;Male;Married-civ-spouse;Farming-fishing;51.23532::2.94210
Thomas Lam;54;Male;Married-civ-spouse;Craft-repair;50.87655::3.49836
Tonya Vaughn;44;Female;Divorced;Adm-clerical;50.68899::4.22240
Robert White;60;Male;Married-civ-spouse;Protective-serv;50.88408::4.28088
Paul Robinson;28;Male;Married-civ-spouse;Sales;50.99244::4.55504
Mr. Zachary Black MD;39;Male;Married-civ-spouse;Machine-op-inspct;50.89039::5.65139
Robert Mckinney;55;Male;Married-civ-spouse;Prof-specialty;50.50746::3.59066
Laura Ingram;36;Female;Married-civ-spouse;Prof-specialty;50.99057::5.51112
Amy Guerrero;55;Female;Married-civ-spouse;Prof-specialty;50.78278::4.31955
Joseph Pena;33;Male;Married-civ-spouse;Machine-op-inspct;51.05193::5.31324
Mariah Johnson;30;Female;Married-civ-spouse;Adm-clerical;51.01685::4.46799
Richard Black;40;Male;Married-civ-spouse;Prof-specialty;49.57281::5.83651
Eric Gillespie;30;Male;Married-civ-spouse;Exec-managerial;50.87860::4.68721
Jonathan Wright;40;Male;Divorced;Tech-support;50.51478::4.41149
Haley Howard;24;Female;Never-married;Transport-moving;50.79577::4.37396
Brian Barnes MD;18;Male;Never-married;Sales;50.59854::5.51388
Julie Benton;18;Female;Never-married;Handlers-cleaners;50.49663::5.01286
Ronald Johnson;49;Male;Married-civ-spouse;Craft-repair;50.60163::4.33999
Johnny Nelson;42;Male;Married-civ-spouse;Craft-repair;50.83576::3.38823
Jonathan Shepherd;28;Male;Married-civ-spouse;Handlers-cleaners;51.05645::3.72972
Clinton Torres;32;Male;Married-civ-spouse;Craft-repair;51.00167::5.03946
Kathryn Wood;48;Female;Separated;Sales;51.22063::4.43777
Beverly Cruz;24;Female;Never-married;Priv-house-serv;50.68750::5.64823
Valerie Murillo;73;Female;Married-civ-spouse;Sales;50.58468::5.85595
David Soto;23;Male;Married-civ-spouse;Transport-moving;50.46283::3.95849
Donna Roy;19;Female;Never-married;Priv-house-serv;51.11021::3.71704
Mark Stevens;27;Male;Married-civ-spouse;Sales;51.21223::3.22735
Patrick Powell;27;Male;Never-married;Other-service;51.01501::3.63881
Michael Davis;41;Male;Married-civ-spouse;Prof-specialty;50.84364::4.46056
Allen Henson;31;Male;Married-civ-spouse;Craft-repair;51.18759::5.51732
Daniel Reid;64;Male;Married-civ-spouse;Craft-repair;50.81659::4.36796
Craig Thomas;45;Male;Never-married;Other-service;50.86839::4.29329
Whitney Mitchell;47;Female;Married-civ-spouse;Other-service;50.59613::5.93476
Michael Miller;22;Male;Never-married;Machine-op-inspct;50.85293::3.35449
Kathleen Trujillo;24;Female;Never-married;Transport-moving;50.46209::4.62591
Jason Davis;69;Male;Married-civ-spouse;Other-service;51.06950::3.09708
Matthew Payne;40;Male;Married-civ-spouse;Exec-managerial;50.67562::6.10705
Cody Goodwin;45;Male;Married-civ-spouse;Craft-repair;50.74093::5.62251
Mark Robinson;47;Male;Never-married;Farming-fishing;50.79904::4.40663
Kendra Rollins;31;Female;Never-married;Machine-op-inspct;50.19464::4.53950
Stefanie Watson;48;Female;Divorced;Exec-managerial;50.60042::5.53873
Desiree Bennett;41;Female;Married-civ-spouse;Prof-specialty;51.25838::4.51145
Jeffrey Hamilton;34;Male;Never-married;Adm-clerical;50.39911::3.77851
John Bell;48;Male;Married-civ-spouse;Prof-specialty;51.09856::4.50484
Jenna Martin;28;Female;Married-civ-spouse;Prof-specialty;51.21174::4.44928
Laura Moore;20;Female;Never-married;Exec-managerial;51.12935::4.86899
Daniel Pollard;39;Male;Married-civ-spouse;Adm-clerical;50.94031::3.11642
Jennifer Ramirez;40;Female;Divorced;Exec-managerial;50.79939::3.12245
Richard Warren;28;Male;Never-married;Transport-moving;50.78803::3.12979
Christina Richards;20;Female;Never-married;Sales;50.39072::5.31841
Benjamin Griffin;41;Male;Divorced;Prof-specialty;50.94602::4.05208
Jason Tucker;49;Male;Married-civ-spouse;Sales;50.84768::4.31590
Matthew Cruz;24;Male;Married-civ-spouse;Machine-op-inspct;50.82338::4.89298
Samuel Shaw;35;Male;Married-civ-spouse;Protective-serv;50.62122::5.62396
Stephen Smith;22;Male;Never-married;Sales;51.04821::3.73935
Michelle Lynch;23;Female;Never-married;Other-service;50.99233::3.52089
Jessica Bell;23;Female;Divorced;Exec-managerial;51.06090::4.23959
John Hernandez;42;Male;Married-civ-spouse;Transport-moving;50.79209::4.35515
Matthew Peterson;34;Male;Married-civ-spouse;Prof-specialty;50.76768::4.33980
Samuel Braun;32;Male;Never-married;Tech-support;50.89879::4.43241
Joshua Hampton;54;Male;Married-civ-spouse;Adm-clerical;50.54317::5.33811
Stacey Aguilar;48;Female;Separated;Adm-clerical;51.19382::3.62451
Tyrone Cline;38;Male;Married-civ-spouse;Prof-specialty;51.23585::3.20931
Sarah Hamilton;48;Female;Divorced;Adm-clerical;50.78573::5.47831
John Stephens;22;Male;Married-civ-spouse;Other-service;50.77078::3.81433
Joseph Gonzalez;42;Male;Married-civ-spouse;Tech-support;50.85415::4.39551
Wesley Christian;31;Male;Married-civ-spouse;Prof-specialty;50.95883::5.32248
Breanna Jensen;27;Female;Never-married;Other-service;50.43416::4.86952
Timothy Conley;57;Male;Separated;Prof-specialty;51.07436::5.08042
Susan Ballard;46;Female;Divorced;Tech-support;50.78378::2.88073
Mathew Chapman;44;Male;Married-civ-spouse;Craft-repair;50.30556::4.15678
David Leblanc;42;Male;Married-civ-spouse;Protective-serv;50.47766::4.16177
Carl Bruce;24;Male;Never-married;Exec-managerial;50.86396::4.40524
Bryan Mason;38;Male;Married-spouse-absent;Craft-repair;50.90820::3.64577
Devin Lopez;29;Male;Married-civ-spouse;Exec-managerial;51.22169::2.89112
Tyler Gomez;38;Male;Married-civ-spouse;Craft-repair;50.69833::5.48526
Heidi Cannon;33;Female;Divorced;Exec-managerial;51.32221::4.94941
Nicole Smith;61;Female;Married-civ-spouse;Other-service;51.03874::5.17315
Noah Carlson;49;Male;Married-civ-spouse;Craft-repair;50.84913::5.48854
Anthony James;51;Male;Married-civ-spouse;Exec-managerial;50.86199::4.33006
Stephanie Haney;42;Female;Divorced;Other-service;51.26672::4.64609
Gregory Garrison;21;Male;Never-married;Handlers-cleaners;51.23008::4.47711
Robert Fowler;54;Male;Married-civ-spouse;Farming-fishing;50.83353::4.41300
Deborah Trujillo;23;Female;Never-married;Adm-clerical;51.04405::4.10795
Michael Butler;52;Male;Married-civ-spouse;Craft-repair;50.98703::5.69023
Denise Schultz;28;Female;Married-civ-spouse;Prof-specialty;50.78257::4.89906
Gregory Mckinney;23;Male;Divorced;Handlers-cleaners;51.01478::3.76208
Scott Gomez MD;43;Male;Married-civ-spouse;Sales;51.33985::3.23736
Michael Perez;45;Male;Married-civ-spouse;Craft-repair;50.57651::4.89629
Matthew Riley MD;51;Male;Married-civ-spouse;Exec-managerial;50.69116::4.03879
Maria Santos;23;Female;Never-married;Sales;50.82322::4.32304
Jason Cameron;73;Male;Married-civ-spouse;Farming-fishing;50.73777::5.69334
Lauren Turner;47;Female;Divorced;Exec-managerial;50.41596::3.86084
Victoria Nguyen;26;Female;Never-married;Exec-managerial;51.34271::3.27838
Thomas Finley;40;Male;Married-civ-spouse;Handlers-cleaners;50.83081::4.37652
Roy Romero;32;Male;Married-civ-spouse;Sales;50.92471::4.42697
Laura Washington;39;Female;Divorced;Other-service;50.44886::4.64637
Suzanne Olson;33;Female;Never-married;Prof-specialty;51.06695::3.09978
James Flores;35;Male;Married-civ-spouse;Farming-fishing;51.16088::4.65779
Michael Scott;42;Male;Divorced;Exec-managerial;51.09670::3.98878
Lonnie Murphy;46;Male;Married-civ-spouse;Craft-repair;51.16292::4.99431
Justin Lopez;33;Male;Never-married;Adm-clerical;51.13598::3.68848
Sergio Munoz;47;Male;Never-married;Machine-op-inspct;51.11056::5.79385
Jesse Hicks;33;Male;Married-civ-spouse;Exec-managerial;51.21759::4.26181
Kelly Valdez;26;Female;Divorced;Adm-clerical;50.42200::4.43888
Margaret Weaver;42;Female;Divorced;Adm-clerical;50.86097::4.33341
Joseph Mcdonald;28;Male;Married-civ-spouse;Prof-specialty;50.65085::5.59550
Shannon Rodgers;18;Female;Never-married;Sales;50.91795::4.99891
Robert Carr;33;Male;Married-civ-spouse;Exec-managerial;50.67934::4.40588
Kristi Palmer;36;Female;Widowed;Prof-specialty;51.04135::3.21909
Brandon Reed;33;Male;Married-civ-spouse;Protective-serv;51.01304::4.43482
Lauren Parrish;40;Female;Married-spouse-absent;Adm-clerical;51.07829::3.72776
Andrew Miles Jr.;57;Male;Married-civ-spouse;Sales;50.54966::4.18064
Samuel Collins;40;Male;Divorced;Transport-moving;49.65280::5.78591
Joshua Turner;36;Male;Married-civ-spouse;Tech-support;51.10835::3.04360
Meredith Frost;45;Female;Never-married;Adm-clerical;50.84469::3.67954
Donald Smith;52;Male;Married-civ-spouse;Exec-managerial;50.85472::4.35410
Samuel Wilson;24;Male;Separated;Machine-op-inspct;50.93972::5.33934
Amanda Alexander;30;Female;Married-spouse-absent;Adm-clerical;51.20537::4.38704
Kathryn Drake;46;Female;Never-married;Prof-specialty;51.22286::4.26140
Becky Gonzalez;36;Female;Separated;Sales;50.43903::3.95462
Holly Fleming;48;Female;Never-married;Exec-managerial;50.83296::4.38557
Leah Mack;36;Female;Divorced;Adm-clerical;51.17085::4.13227
Daniel Rose;48;Male;Married-civ-spouse;Transport-moving;50.77531::4.31923
Martha Wang;21;Female;Never-married;Tech-support;50.57768::3.30537
Samantha Cook;18;Female;Never-married;Adm-clerical;50.86634::4.08929
Melissa Myers;38;Female;Divorced;Prof-specialty;51.22217::4.25210
Jesus Sims;36;Male;Married-civ-spouse;Protective-serv;51.11969::4.82835
Cynthia Cross;38;Female;Never-married;Transport-moving;51.34848::3.29077
Robert Hester;55;Male;Widowed;Prof-specialty;50.80860::4.94763
David Vazquez;27;Male;Married-civ-spouse;Craft-repair;50.43051::3.85659
James Miller;22;Male;Never-married;Adm-clerical;50.57439::5.78499
Tyler Abbott;29;Male;Never-married;Handlers-cleaners;51.23419::4.44615
Rebecca Brown;40;Female;Never-married;Exec-managerial;51.32833::4.91514
Sara Long;21;Female;Never-married;Sales;51.01190::4.16443
Amy Hernandez;49;Female;Divorced;Adm-clerical;50.73837::3.91433
Sherry Walsh;29;Female;Married-civ-spouse;Prof-specialty;50.92009::3.86395
Justin Chapman;28;Male;Never-married;Exec-managerial;50.59671::5.60692
Marcus Leonard;26;Male;Married-civ-spouse;Protective-serv;50.87954::4.32048
Nancy Brown;33;Female;Never-married;Adm-clerical;50.87592::4.31942
Jeffrey Williams;59;Male;Married-civ-spouse;Tech-support;51.04242::5.09887
John Hicks;37;Male;Married-civ-spouse;Adm-clerical;50.93010::3.87600
Stephen Shelton;27;Male;Never-married;Craft-repair;51.20711::5.42567
Zachary Herrera;39;Male;Married-civ-spouse;Prof-specialty;51.06452::2.95109
Cynthia Harper;49;Female;Never-married;Prof-specialty;51.21492::4.49274
Molly Lewis;30;Female;Married-civ-spouse;Sales;50.90589::4.30945
Jennifer Rodriguez;28;Female;Married-civ-spouse;Protective-serv;49.68100::5.82021
Michael Newman;25;Male;Never-married;Protective-serv;51.12525::4.34128
Alec Fitzgerald;18;Male;Never-married;Machine-op-inspct;50.84969::5.49124
Edward Cantu;25;Male;Never-married;Handlers-cleaners;51.26733::4.37619
Thomas Odom;36;Male;Never-married;Machine-op-inspct;51.22655::4.91013
Jacob Nguyen;52;Male;Married-civ-spouse;Machine-op-inspct;50.86701::2.89712
Ronnie Rios;25;Male;Divorced;Craft-repair;50.82578::4.33175
Jason Leonard;26;Male;Never-married;Prof-specialty;50.73933::4.35296
Kimberly Ingram;50;Female;Married-civ-spouse;Exec-managerial;50.60087::5.50899
Daniel Lucas;48;Male;Married-civ-spouse;Exec-managerial;51.04293::4.27217
Bruce Cervantes;39;Male;Married-civ-spouse;Handlers-cleaners;50.96641::5.49849
David Day;30;Male;Married-civ-spouse;Prof-specialty;50.36354::4.24645
Brett Hayes;26;Male;Married-civ-spouse;Craft-repair;51.05303::3.73953
Jason Riddle;36;Male;Married-civ-spouse;Craft-repair;50.52851::5.57018
Cameron Marquez;49;Male;Married-civ-spouse;Sales;50.74806::4.49655
Stephen Castillo;34;Male;Married-civ-spouse;Prof-specialty;50.39414::4.41018
Daniel Henderson;28;Male;Never-married;Other-service;51.00459::5.37370
Eric Barber;28;Male;Never-married;Other-service;51.05190::3.73285
Aaron Madden;42;Male;Married-civ-spouse;Craft-repair;50.82917::3.26079
Raymond Coleman;26;Male;Married-civ-spouse;Craft-repair;51.01674::4.72417
Arthur Wood;54;Male;Married-civ-spouse;Craft-repair;50.84102::4.34797
Malik Blevins;61;Male;Married-civ-spouse;Sales;50.80570::3.16777
Tim Wright;45;Male;Never-married;Prof-specialty;50.79996::3.33916
Karen Williams;29;Female;Never-married;Adm-clerical;50.87189::4.70234
Autumn Hines;74;Female;Divorced;Handlers-cleaners;50.92245::4.42893
Jamie Brown;61;Female;Widowed;Prof-specialty;50.80991::4.31657
Roy Mosley;27;Male;Never-married;Sales;51.34125::3.24511
Alexander Mcknight;53;Male;Married-civ-spouse;Prof-specialty;51.16402::5.06992
Blake Lopez;57;Male;Married-civ-spouse;Farming-fishing;49.73428::5.33918
Gary Bowman;41;Male;Married-civ-spouse;Craft-repair;51.04559::3.76499
Brandon Bruce;45;Male;Married-civ-spouse;Prof-specialty;50.70382::4.07485
Michael Wilkerson;43;Male;Married-civ-spouse;Sales;50.85991::4.30185
Tyler Patton;29;Male;Married-civ-spouse;Other-service;50.89936::3.65747
Angela Cervantes;41;Female;Married-civ-spouse;Exec-managerial;50.89553::5.64289
Sarah Moore;50;Female;Divorced;Machine-op-inspct;51.20633::4.77947
Jeremiah Esparza;52;Male;Married-civ-spouse;Sales;50.58586::5.51420
Thomas Larsen III;18;Male;Never-married;Transport-moving;50.44354::3.88512
Tommy Phillips;57;Male;Married-civ-spouse;Craft-repair;51.31459::3.12130
Michael Green;63;Male;Married-civ-spouse;Adm-clerical;50.50390::4.47655
Brian May;29;Male;Never-married;Adm-clerical;50.79906::4.92782
Miguel Robinson;32;Male;Married-civ-spouse;Prof-specialty;51.00685::4.31148
Jeremy Cochran;34;Male;Married-civ-spouse;Machine-op-inspct;50.59683::5.35570
Donna Love;43;Female;Divorced;Adm-clerical;50.82380::4.33377
William Robinson;39;Male;Married-civ-spouse;Machine-op-inspct;50.84696::4.34711
Joshua Hill;28;Male;Never-married;Machine-op-inspct;50.44755::3.88284
Elizabeth Ross;32;Female;Never-married;Adm-clerical;50.82340::2.83018
Jesse Lane;28;Male;Never-married;Prof-specialty;50.74638::3.60377
Patrick Bradley;40;Male;Married-civ-spouse;Machine-op-inspct;50.93052::2.91957
David Gonzalez;25;Male;Never-married;Tech-support;51.16979::2.77818
Ryan Acosta;54;Male;Married-civ-spouse;Prof-specialty;51.21287::4.25691
Brandon Bridges;48;Male;Married-civ-spouse;Farming-fishing;51.03601::3.71652
Courtney Lowe;51;Female;Divorced;Exec-managerial;51.18296::4.59622
Joshua Chan;67;Male;Married-civ-spouse;Transport-moving;50.66932::6.13206
Elizabeth Barrett;17;Female;Never-married;Sales;51.12561::4.49675
Steven Meyers;24;Male;Never-married;Other-service;51.05716::3.71931
Billy Rivas;25;Male;Married-civ-spouse;Handlers-cleaners;51.16801::4.74054
Alexandria Cortez;54;Female;Divorced;Other-service;50.77371::5.46604
Monica Blackburn;32;Female;Divorced;Prof-specialty;50.86771::4.23984
Adam Thomas;41;Male;Never-married;Adm-clerical;50.62698::3.78309
Shawna Campbell;53;Female;Divorced;Other-service;50.87085::4.31282
Megan Gates;45;Female;Divorced;Prof-specialty;51.09683::4.00826
Larry Campbell;51;Male;Married-civ-spouse;Machine-op-inspct;50.95513::3.59469
Richard Combs;41;Male;Married-civ-spouse;Prof-specialty;50.93868::5.33922
Alejandra Brown;40;Female;Married-civ-spouse;Prof-specialty;50.62641::5.58441
Bill Carter;27;Male;Never-married;Farming-fishing;50.83940::4.33340
Christopher Hall;41;Male;Married-civ-spouse;Adm-clerical;51.21006::3.25125
Joseph Sullivan;51;Male;Married-civ-spouse;Exec-managerial;50.59809::5.85744
Julia Duke;36;Female;Divorced;Adm-clerical;51.18448::4.43157
Joseph Jones;34;Male;Never-married;Farming-fishing;50.42244::4.40660
Daniel Schroeder;43;Male;Married-civ-spouse;Adm-clerical;51.12580::3.32504
Alyssa Smith;61;Female;Divorced;Adm-clerical;51.33174::4.37407
Peter Combs;31;Male;Separated;Transport-moving;49.56703::5.80470
Adam Whitehead;34;Male;Married-civ-spouse;Sales;50.87329::4.30765
Steven Brady;43;Male;Married-civ-spouse;Craft-repair;50.83240::4.34702
Paul Cook;52;Male;Married-civ-spouse;Craft-repair;50.62417::5.66430
Krista Dean;18;Female;Never-married;Other-service;51.21284::4.45378
James Becker;37;Male;Married-civ-spouse;Prof-specialty;51.21018::4.42430
Matthew Foster;60;Male;Married-civ-spouse;Adm-clerical;50.78816::4.37744
Monica Gonzalez;47;Female;Widowed;Transport-moving;50.90547::3.19655
Jared James;21;Male;Never-married;Adm-clerical;50.88866::3.05774
Jeremiah Sawyer;34;Male;Married-civ-spouse;Exec-managerial;50.93033::4.56397
Robin Nguyen;28;Female;Divorced;Other-service;50.82064::4.35914
Devon Parker;40;Male;Married-civ-spouse;Protective-serv;50.86858::4.33457
Dustin Romero;26;Male;Never-married;Other-service;49.68498::5.82598
Lisa Cooper;48;Female;Never-married;Other-service;50.78036::5.46251
Steve Jones;46;Male;Married-civ-spouse;Farming-fishing;50.44232::3.83466
Ricardo Long;58;Male;Married-civ-spouse;Sales;51.17945::4.81228
Daniel Flores;32;Male;Never-married;Craft-repair;50.90484::3.92771
David Snow;38;Male;Married-civ-spouse;Craft-repair;50.97396::4.22079
Robert Eaton;43;Male;Married-civ-spouse;Farming-fishing;50.58631::4.31113
Tracy Wolf;17;Female;Never-married;Priv-house-serv;50.93122::5.34305
Brandon Yang;36;Male;Married-civ-spouse;Craft-repair;51.31451::4.98446
Steven Cook;30;Male;Married-civ-spouse;Transport-moving;51.36847::4.85037
Kyle Graham;45;Male;Married-civ-spouse;Craft-repair;50.84185::4.28852
Scott Donovan MD;51;Male;Married-civ-spouse;Transport-moving;50.91297::3.21562
Mark Lindsey;29;Male;Married-civ-spouse;Exec-managerial;50.81891::4.32679
Richard Clark;35;Male;Never-married;Farming-fishing;50.58716::5.90574
Tanya Morse;19;Female;Never-married;Sales;50.47914::4.72076
Matthew Nelson;56;Male;Married-civ-spouse;Sales;50.81644::4.92737
Lauren Singh;24;Female;Married-civ-spouse;Machine-op-inspct;50.87292::4.33376
Arthur Boone;33;Male;Married-civ-spouse;Protective-serv;50.86393::4.33901
Terri Paul;43;Female;Never-married;Sales;50.83518::4.34043
Ronald Nichols;22;Male;Never-married;Other-service;51.04147::4.41432
James Berg;44;Male;Never-married;Other-service;50.49917::4.22581
Nicholas Wilson;37;Male;Separated;Craft-repair;50.73441::5.77066
Matthew Allen;34;Male;Never-married;Sales;50.93728::4.04197
Ashley Hill;43;Female;Separated;Sales;50.74718::4.27891
Hannah Garcia;39;Female;Divorced;Adm-clerical;50.86794::5.52772
Juan Hughes;30;Male;Married-civ-spouse;Handlers-cleaners;51.19604::5.40639
Casey Phillips;58;Female;Never-married;Handlers-cleaners;50.73397::3.67792
Cindy Wilson;45;Female;Divorced;Adm-clerical;50.90900::4.71248
Elizabeth Lee;30;Female;Divorced;Adm-clerical;51.15090::2.95711
